name,brand,size_label,weight_g,price,price_per_oz,report_category,is_bundle
MED - Karmaceuticals - Oreoz / Green Tier | Buds,,1/4 oz,7.0,18.0,72.0,Flower,False
MED - Karmaceuticals - Oreoz / Green Tier | Buds,,1/2 oz,14.0,35.0,70.0,Flower,False
MED - Karmaceuticals - Oreoz / Green Tier | Buds,,1 oz,28.0,70.0,70.0,Flower,False
MED - Karmaceuticals - Pink Runtz / Green Tier | Buds,,1 g,1.0,4.0,112.0,Flower,False
MED - Karmaceuticals - Pink Runtz / Green Tier | Buds,,57 g,57.0,127.23,62.49894736842106,Flower,False
MED - Karmaceuticals - Pink Runtz / Green Tier | Buds,,112 g,112.0,250.0,62.5,Flower,False
MED - Karmaceuticals - Pink Runtz / Green Tier | Buds,,1/8 oz,3.5,9.0,72.0,Flower,False
MED - Karmaceuticals - Pink Runtz / Green Tier | Buds,,1/4 oz,7.0,18.0,72.0,Flower,False
MED - Karmaceuticals - Pink Runtz / Green Tier | Buds,,1/2 oz,14.0,35.0,70.0,Flower,False
MED - Karmaceuticals - Pink Runtz / Green Tier | Buds,,1 oz,28.0,70.0,70.0,Flower,False
MED - Karmaceuticals - Punch Breath / Green Tier | Buds,,1 g,1.0,4.0,112.0,Flower,False
MED - Karmaceuticals - Punch Breath / Green Tier | Buds,,57 g,57.0,127.23,62.49894736842106,Flower,False
MED - Karmaceuticals - Punch Breath / Green Tier | Buds,,112 g,112.0,250.0,62.5,Flower,False
MED - Karmaceuticals - Punch Breath / Green Tier | Buds,,1/8 oz,3.5,9.0,72.0,Flower,False
MED - Karmaceuticals - Punch Breath / Green Tier | Buds,,1/4 oz,7.0,18.0,72.0,Flower,False
MED - Karmaceuticals - Punch Breath / Green Tier | Buds,,1/2 oz,14.0,35.0,70.0,Flower,False
MED - Karmaceuticals - Punch Breath / Green Tier | Buds,,1 oz,28.0,70.0,70.0,Flower,False
MED - Karmaceuticals - Purple Pez / Green Tier | Buds,,1 g,1.0,4.0,112.0,Flower,False
MED - Karmaceuticals - Purple Pez / Green Tier | Buds,,57 g,57.0,127.23,62.49894736842106,Flower,False
MED - Karmaceuticals - Purple Pez / Green Tier | Buds,,112 g,112.0,250.0,62.5,Flower,False
MED - Karmaceuticals - Purple Pez / Green Tier | Buds,,1/8 oz,3.5,9.0,72.0,Flower,False
MED - Karmaceuticals - Purple Pez / Green Tier | Buds,,1/4 oz,7.0,18.0,72.0,Flower,False
MED - Karmaceuticals - Purple Pez / Green Tier | Buds,,1/2 oz,14.0,35.0,70.0,Flower,False
MED - Karmaceuticals - Purple Pez / Green Tier | Buds,,1 oz,28.0,70.0,70.0,Flower,False
MED - Karmaceuticals - Trop Slushee / Green Tier | Buds,,1 g,1.0,4.0,112.0,Flower,False
MED - Karmaceuticals - Trop Slushee / Green Tier | Buds,,57 g,57.0,127.23,62.49894736842106,Flower,False
MED - Karmaceuticals - Trop Slushee / Green Tier | Buds,,112 g,112.0,250.0,62.5,Flower,False
MED - Karmaceuticals - Trop Slushee / Green Tier | Buds,,1/8 oz,3.5,9.0,72.0,Flower,False
MED - Karmaceuticals - Trop Slushee / Green Tier | Buds,,1/4 oz,7.0,18.0,72.0,Flower,False
MED - Karmaceuticals - Trop Slushee / Green Tier | Buds,,1/2 oz,14.0,35.0,70.0,Flower,False
MED - Karmaceuticals - Trop Slushee / Green Tier | Buds,,1 oz,28.0,70.0,70.0,Flower,False
MED - Cherry - Sherb Cream Pie / Purple Tier,,1 g,1.0,6.0,168.0,Flower,False
MED - Cherry - Sherb Cream Pie / Purple Tier,,57 g,57.0,152.68,75.00070175438597,Flower,False
MED - Cherry - Sherb Cream Pie / Purple Tier,,1/8 oz,3.5,12.0,96.0,Flower,False
MED - Cherry - Sherb Cream Pie / Purple Tier,,1/4 oz,7.0,23.0,92.0,Flower,False
MED - Cherry - Sherb Cream Pie / Purple Tier,,1/2 oz,14.0,45.0,90.0,Flower,False
MED - Cherry - Sherb Cream Pie / Purple Tier,,1 oz,28.0,90.0,90.0,Flower,False
GDL Flower (3.5g) | GDL Originals | Pink Froot,,1/8 oz,3.5,39.0,312.0,Flower,False
GDL Flower (3.5g) | Selections | Fuchsia,,1/8 oz,3.5,39.0,312.0,Flower,False
MED - Legacy Grown - Dante's Wrath / Sugar Leaf Shake,,112 g,112.0,50.0,12.5,Shake/Popcorn/Trim,False
MED - Legacy Grown - Gold Digger / Sugar Leaf Shake,,112 g,112.0,50.0,12.5,Shake/Popcorn/Trim,False
MED - Legacy Grown - Rainbow Beltz / Sugar Leaf Shake,,112 g,112.0,50.0,12.5,Shake/Popcorn/Trim,False
